seed,algorithm,learning_rate,gamma,final_mean_reward,final_success_rate,backend,devices,action,mean_length,wall_time_s,env_name,reward_type,source_family,analysis_cohort,env_reward,mechanism,mechanism_param_name,mechanism_param_value,config_key,alpha,beta
3,DQN_RND,0.01,0.95,1.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,9.40999984741211,350.3660607599995,cartpole,sparse,dqn_rnd,cartpole,cartpole_sparse,rnd,beta,0.1,dqn_rnd/cartpole_sparse/lr0.01_g0.95_b0.1,,0.1
4,DQN_RND,0.01,0.95,1.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,9.34999942779541,353.5790055599973,cartpole,sparse,dqn_rnd,cartpole,cartpole_sparse,rnd,beta,0.1,dqn_rnd/cartpole_sparse/lr0.01_g0.95_b0.1,,0.1
5,DQN_RND,0.01,0.95,1.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,9.309999465942385,356.0547879810001,cartpole,sparse,dqn_rnd,cartpole,cartpole_sparse,rnd,beta,0.1,dqn_rnd/cartpole_sparse/lr0.01_g0.95_b0.1,,0.1
6,DQN_RND,0.01,0.95,1.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,9.420000076293944,355.1890737670001,cartpole,sparse,dqn_rnd,cartpole,cartpole_sparse,rnd,beta,0.1,dqn_rnd/cartpole_sparse/lr0.01_g0.95_b0.1,,0.1
7,DQN_RND,0.01,0.95,1.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,9.429999351501465,353.4356458349976,cartpole,sparse,dqn_rnd,cartpole,cartpole_sparse,rnd,beta,0.1,dqn_rnd/cartpole_sparse/lr0.01_g0.95_b0.1,,0.1
8,DQN_RND,0.01,0.95,1.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,9.369999885559082,356.9307282510017,cartpole,sparse,dqn_rnd,cartpole,cartpole_sparse,rnd,beta,0.1,dqn_rnd/cartpole_sparse/lr0.01_g0.95_b0.1,,0.1
9,DQN_RND,0.01,0.95,1.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,9.380000114440918,354.6824699790013,cartpole,sparse,dqn_rnd,cartpole,cartpole_sparse,rnd,beta,0.1,dqn_rnd/cartpole_sparse/lr0.01_g0.95_b0.1,,0.1
0,DQN_RND,0.01,0.95,1.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,9.359999656677246,356.7098384380006,cartpole,sparse,dqn_rnd,cartpole,cartpole_sparse,rnd,beta,1.0,dqn_rnd/cartpole_sparse/lr0.01_g0.95_b1.0,,1.0
1,DQN_RND,0.01,0.95,1.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,9.31999969482422,354.84688181599995,cartpole,sparse,dqn_rnd,cartpole,cartpole_sparse,rnd,beta,1.0,dqn_rnd/cartpole_sparse/lr0.01_g0.95_b1.0,,1.0
2,DQN_RND,0.01,0.95,1.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,9.34000015258789,356.71661124800085,cartpole,sparse,dqn_rnd,cartpole,cartpole_sparse,rnd,beta,1.0,dqn_rnd/cartpole_sparse/lr0.01_g0.95_b1.0,,1.0
3,DQN_RND,0.01,0.95,1.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,9.40999984741211,353.3336220900019,cartpole,sparse,dqn_rnd,cartpole,cartpole_sparse,rnd,beta,1.0,dqn_rnd/cartpole_sparse/lr0.01_g0.95_b1.0,,1.0
4,DQN_RND,0.01,0.95,1.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,9.34999942779541,350.6184086909998,cartpole,sparse,dqn_rnd,cartpole,cartpole_sparse,rnd,beta,1.0,dqn_rnd/cartpole_sparse/lr0.01_g0.95_b1.0,,1.0
5,DQN_RND,0.01,0.95,1.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,9.309999465942385,353.0926316840014,cartpole,sparse,dqn_rnd,cartpole,cartpole_sparse,rnd,beta,1.0,dqn_rnd/cartpole_sparse/lr0.01_g0.95_b1.0,,1.0
6,DQN_RND,0.01,0.95,1.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,9.420000076293944,353.7978942749978,cartpole,sparse,dqn_rnd,cartpole,cartpole_sparse,rnd,beta,1.0,dqn_rnd/cartpole_sparse/lr0.01_g0.95_b1.0,,1.0
7,DQN_RND,0.01,0.95,1.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,9.429999351501465,351.8709159409991,cartpole,sparse,dqn_rnd,cartpole,cartpole_sparse,rnd,beta,1.0,dqn_rnd/cartpole_sparse/lr0.01_g0.95_b1.0,,1.0
8,DQN_RND,0.01,0.95,1.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,9.469999313354492,354.0272859500001,cartpole,sparse,dqn_rnd,cartpole,cartpole_sparse,rnd,beta,1.0,dqn_rnd/cartpole_sparse/lr0.01_g0.95_b1.0,,1.0
9,DQN_RND,0.01,0.95,1.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,9.380000114440918,354.02797141799965,cartpole,sparse,dqn_rnd,cartpole,cartpole_sparse,rnd,beta,1.0,dqn_rnd/cartpole_sparse/lr0.01_g0.95_b1.0,,1.0
0,DQN_RND,0.01,0.99,1.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,9.869999885559082,341.51609923899923,cartpole,sparse,dqn_rnd,cartpole,cartpole_sparse,rnd,beta,0.1,dqn_rnd/cartpole_sparse/lr0.01_g0.99_b0.1,,0.1
1,DQN_RND,0.01,0.99,1.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,9.889999389648438,343.1094323870002,cartpole,sparse,dqn_rnd,cartpole,cartpole_sparse,rnd,beta,0.1,dqn_rnd/cartpole_sparse/lr0.01_g0.99_b0.1,,0.1
2,DQN_RND,0.01,0.99,1.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,9.760000228881836,351.3156918739988,cartpole,sparse,dqn_rnd,cartpole,cartpole_sparse,rnd,beta,0.1,dqn_rnd/cartpole_sparse/lr0.01_g0.99_b0.1,,0.1
3,DQN_RND,0.01,0.99,1.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,9.380000114440918,348.82734005400016,cartpole,sparse,dqn_rnd,cartpole,cartpole_sparse,rnd,beta,0.1,dqn_rnd/cartpole_sparse/lr0.01_g0.99_b0.1,,0.1
4,DQN_RND,0.01,0.99,1.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,9.529999732971191,354.02585574300065,cartpole,sparse,dqn_rnd,cartpole,cartpole_sparse,rnd,beta,0.1,dqn_rnd/cartpole_sparse/lr0.01_g0.99_b0.1,,0.1
5,DQN_RND,0.01,0.99,1.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,10.059999465942385,355.0815274180004,cartpole,sparse,dqn_rnd,cartpole,cartpole_sparse,rnd,beta,0.1,dqn_rnd/cartpole_sparse/lr0.01_g0.99_b0.1,,0.1
6,DQN_RND,0.01,0.99,1.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,10.149999618530272,361.80274055300106,cartpole,sparse,dqn_rnd,cartpole,cartpole_sparse,rnd,beta,0.1,dqn_rnd/cartpole_sparse/lr0.01_g0.99_b0.1,,0.1
7,DQN_RND,0.01,0.99,1.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,12.469999313354492,355.946296731001,cartpole,sparse,dqn_rnd,cartpole,cartpole_sparse,rnd,beta,0.1,dqn_rnd/cartpole_sparse/lr0.01_g0.99_b0.1,,0.1
8,DQN_RND,0.01,0.99,1.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,9.59000015258789,356.1951878130003,cartpole,sparse,dqn_rnd,cartpole,cartpole_sparse,rnd,beta,0.1,dqn_rnd/cartpole_sparse/lr0.01_g0.99_b0.1,,0.1
9,DQN_RND,0.01,0.99,1.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,10.050000190734863,353.8550756330005,cartpole,sparse,dqn_rnd,cartpole,cartpole_sparse,rnd,beta,0.1,dqn_rnd/cartpole_sparse/lr0.01_g0.99_b0.1,,0.1
0,DQN_RND,0.01,0.99,1.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,9.81999969482422,353.3795143690004,cartpole,sparse,dqn_rnd,cartpole,cartpole_sparse,rnd,beta,1.0,dqn_rnd/cartpole_sparse/lr0.01_g0.99_b1.0,,1.0
1,DQN_RND,0.01,0.99,1.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,9.809999465942385,353.91490841999985,cartpole,sparse,dqn_rnd,cartpole,cartpole_sparse,rnd,beta,1.0,dqn_rnd/cartpole_sparse/lr0.01_g0.99_b1.0,,1.0
2,DQN_RND,0.01,0.99,1.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,9.760000228881836,359.56589999800053,cartpole,sparse,dqn_rnd,cartpole,cartpole_sparse,rnd,beta,1.0,dqn_rnd/cartpole_sparse/lr0.01_g0.99_b1.0,,1.0
3,DQN_RND,0.01,0.99,1.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,9.479999542236328,357.2896507880014,cartpole,sparse,dqn_rnd,cartpole,cartpole_sparse,rnd,beta,1.0,dqn_rnd/cartpole_sparse/lr0.01_g0.99_b1.0,,1.0
4,DQN_RND,0.01,0.99,1.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,9.529999732971191,351.8612737000003,cartpole,sparse,dqn_rnd,cartpole,cartpole_sparse,rnd,beta,1.0,dqn_rnd/cartpole_sparse/lr0.01_g0.99_b1.0,,1.0
5,DQN_RND,0.01,0.99,1.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,10.059999465942385,354.54660682399845,cartpole,sparse,dqn_rnd,cartpole,cartpole_sparse,rnd,beta,1.0,dqn_rnd/cartpole_sparse/lr0.01_g0.99_b1.0,,1.0
6,DQN_RND,0.01,0.99,1.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,10.079999923706056,358.53285015200163,cartpole,sparse,dqn_rnd,cartpole,cartpole_sparse,rnd,beta,1.0,dqn_rnd/cartpole_sparse/lr0.01_g0.99_b1.0,,1.0
7,DQN_RND,0.01,0.99,1.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,12.539999961853027,356.39278788199954,cartpole,sparse,dqn_rnd,cartpole,cartpole_sparse,rnd,beta,1.0,dqn_rnd/cartpole_sparse/lr0.01_g0.99_b1.0,,1.0
8,DQN_RND,0.01,0.99,1.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,9.869999885559082,353.25160256099844,cartpole,sparse,dqn_rnd,cartpole,cartpole_sparse,rnd,beta,1.0,dqn_rnd/cartpole_sparse/lr0.01_g0.99_b1.0,,1.0
9,DQN_RND,0.01,0.99,1.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,10.050000190734863,352.8748280990003,cartpole,sparse,dqn_rnd,cartpole,cartpole_sparse,rnd,beta,1.0,dqn_rnd/cartpole_sparse/lr0.01_g0.99_b1.0,,1.0
0,DQN_Entropy,0.001,0.99,-200.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,200.0,3589.8317491400085,mountaincar,dense,dqn_entropy_mc_8000,mountaincar_mc8000,mountaincar_dense,entropy,alpha,0.1,dqn_entropy_mc_8000/mountaincar_dense/lr0.001_g0.99_a0.1,0.1,
1,DQN_Entropy,0.001,0.99,-200.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,200.0,3612.781477160999,mountaincar,dense,dqn_entropy_mc_8000,mountaincar_mc8000,mountaincar_dense,entropy,alpha,0.1,dqn_entropy_mc_8000/mountaincar_dense/lr0.001_g0.99_a0.1,0.1,
2,DQN_Entropy,0.001,0.99,-200.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,200.0,3137.836228782995,mountaincar,dense,dqn_entropy_mc_8000,mountaincar_mc8000,mountaincar_dense,entropy,alpha,0.1,dqn_entropy_mc_8000/mountaincar_dense/lr0.001_g0.99_a0.1,0.1,
3,DQN_Entropy,0.001,0.99,-200.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,200.0,3372.739280258,mountaincar,dense,dqn_entropy_mc_8000,mountaincar_mc8000,mountaincar_dense,entropy,alpha,0.1,dqn_entropy_mc_8000/mountaincar_dense/lr0.001_g0.99_a0.1,0.1,
4,DQN_Entropy,0.001,0.99,-200.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,200.0,3135.280400766001,mountaincar,dense,dqn_entropy_mc_8000,mountaincar_mc8000,mountaincar_dense,entropy,alpha,0.1,dqn_entropy_mc_8000/mountaincar_dense/lr0.001_g0.99_a0.1,0.1,
5,DQN_Entropy,0.001,0.99,-200.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,200.0,3201.769437283001,mountaincar,dense,dqn_entropy_mc_8000,mountaincar_mc8000,mountaincar_dense,entropy,alpha,0.1,dqn_entropy_mc_8000/mountaincar_dense/lr0.001_g0.99_a0.1,0.1,
6,DQN_Entropy,0.001,0.99,-200.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,200.0,3147.8767188630154,mountaincar,dense,dqn_entropy_mc_8000,mountaincar_mc8000,mountaincar_dense,entropy,alpha,0.1,dqn_entropy_mc_8000/mountaincar_dense/lr0.001_g0.99_a0.1,0.1,
7,DQN_Entropy,0.001,0.99,-200.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,200.0,3140.2193401620025,mountaincar,dense,dqn_entropy_mc_8000,mountaincar_mc8000,mountaincar_dense,entropy,alpha,0.1,dqn_entropy_mc_8000/mountaincar_dense/lr0.001_g0.99_a0.1,0.1,
8,DQN_Entropy,0.001,0.99,-200.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,200.0,3142.702619224001,mountaincar,dense,dqn_entropy_mc_8000,mountaincar_mc8000,mountaincar_dense,entropy,alpha,0.1,dqn_entropy_mc_8000/mountaincar_dense/lr0.001_g0.99_a0.1,0.1,
9,DQN_Entropy,0.001,0.99,-200.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,200.0,3142.9170227240247,mountaincar,dense,dqn_entropy_mc_8000,mountaincar_mc8000,mountaincar_dense,entropy,alpha,0.1,dqn_entropy_mc_8000/mountaincar_dense/lr0.001_g0.99_a0.1,0.1,
0,DQN_Entropy,0.001,0.99,-200.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,200.0,3149.240161906986,mountaincar,dense,dqn_entropy_mc_8000,mountaincar_mc8000,mountaincar_dense,entropy,alpha,0.2,dqn_entropy_mc_8000/mountaincar_dense/lr0.001_g0.99_a0.2,0.2,
1,DQN_Entropy,0.001,0.99,-200.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,200.0,3148.189393835026,mountaincar,dense,dqn_entropy_mc_8000,mountaincar_mc8000,mountaincar_dense,entropy,alpha,0.2,dqn_entropy_mc_8000/mountaincar_dense/lr0.001_g0.99_a0.2,0.2,
2,DQN_Entropy,0.001,0.99,-200.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,200.0,3148.586255283997,mountaincar,dense,dqn_entropy_mc_8000,mountaincar_mc8000,mountaincar_dense,entropy,alpha,0.2,dqn_entropy_mc_8000/mountaincar_dense/lr0.001_g0.99_a0.2,0.2,
3,DQN_Entropy,0.001,0.99,-200.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,200.0,3270.383674024997,mountaincar,dense,dqn_entropy_mc_8000,mountaincar_mc8000,mountaincar_dense,entropy,alpha,0.2,dqn_entropy_mc_8000/mountaincar_dense/lr0.001_g0.99_a0.2,0.2,
4,DQN_Entropy,0.001,0.99,-200.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,200.0,3152.465489808994,mountaincar,dense,dqn_entropy_mc_8000,mountaincar_mc8000,mountaincar_dense,entropy,alpha,0.2,dqn_entropy_mc_8000/mountaincar_dense/lr0.001_g0.99_a0.2,0.2,
5,DQN_Entropy,0.001,0.99,-200.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,200.0,3127.201089465001,mountaincar,dense,dqn_entropy_mc_8000,mountaincar_mc8000,mountaincar_dense,entropy,alpha,0.2,dqn_entropy_mc_8000/mountaincar_dense/lr0.001_g0.99_a0.2,0.2,
6,DQN_Entropy,0.001,0.99,-200.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,200.0,3116.8161766770063,mountaincar,dense,dqn_entropy_mc_8000,mountaincar_mc8000,mountaincar_dense,entropy,alpha,0.2,dqn_entropy_mc_8000/mountaincar_dense/lr0.001_g0.99_a0.2,0.2,
7,DQN_Entropy,0.001,0.99,-200.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,200.0,3189.7618154899974,mountaincar,dense,dqn_entropy_mc_8000,mountaincar_mc8000,mountaincar_dense,entropy,alpha,0.2,dqn_entropy_mc_8000/mountaincar_dense/lr0.001_g0.99_a0.2,0.2,
8,DQN_Entropy,0.001,0.99,-200.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,200.0,3317.4607349,mountaincar,dense,dqn_entropy_mc_8000,mountaincar_mc8000,mountaincar_dense,entropy,alpha,0.2,dqn_entropy_mc_8000/mountaincar_dense/lr0.001_g0.99_a0.2,0.2,
9,DQN_Entropy,0.001,0.99,-200.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,200.0,3302.170897228003,mountaincar,dense,dqn_entropy_mc_8000,mountaincar_mc8000,mountaincar_dense,entropy,alpha,0.2,dqn_entropy_mc_8000/mountaincar_dense/lr0.001_g0.99_a0.2,0.2,
0,DQN_Entropy,0.001,0.99,-1.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,200.0,3414.0879846170137,mountaincar,sparse,dqn_entropy_mc_8000,mountaincar_mc8000,mountaincar_sparse,entropy,alpha,0.1,dqn_entropy_mc_8000/mountaincar_sparse/lr0.001_g0.99_a0.1,0.1,
1,DQN_Entropy,0.001,0.99,-1.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,200.0,3487.4222028760123,mountaincar,sparse,dqn_entropy_mc_8000,mountaincar_mc8000,mountaincar_sparse,entropy,alpha,0.1,dqn_entropy_mc_8000/mountaincar_sparse/lr0.001_g0.99_a0.1,0.1,
2,DQN_Entropy,0.001,0.99,-1.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,200.0,3274.768438943982,mountaincar,sparse,dqn_entropy_mc_8000,mountaincar_mc8000,mountaincar_sparse,entropy,alpha,0.1,dqn_entropy_mc_8000/mountaincar_sparse/lr0.001_g0.99_a0.1,0.1,
3,DQN_Entropy,0.001,0.99,-1.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,200.0,3338.363851306,mountaincar,sparse,dqn_entropy_mc_8000,mountaincar_mc8000,mountaincar_sparse,entropy,alpha,0.1,dqn_entropy_mc_8000/mountaincar_sparse/lr0.001_g0.99_a0.1,0.1,
4,DQN_Entropy,0.001,0.99,-1.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,200.0,3357.462093547976,mountaincar,sparse,dqn_entropy_mc_8000,mountaincar_mc8000,mountaincar_sparse,entropy,alpha,0.1,dqn_entropy_mc_8000/mountaincar_sparse/lr0.001_g0.99_a0.1,0.1,
5,DQN_Entropy,0.001,0.99,-1.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,200.0,3317.6490686970064,mountaincar,sparse,dqn_entropy_mc_8000,mountaincar_mc8000,mountaincar_sparse,entropy,alpha,0.1,dqn_entropy_mc_8000/mountaincar_sparse/lr0.001_g0.99_a0.1,0.1,
6,DQN_Entropy,0.001,0.99,-1.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,200.0,3361.207272598025,mountaincar,sparse,dqn_entropy_mc_8000,mountaincar_mc8000,mountaincar_sparse,entropy,alpha,0.1,dqn_entropy_mc_8000/mountaincar_sparse/lr0.001_g0.99_a0.1,0.1,
7,DQN_Entropy,0.001,0.99,-1.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,200.0,3267.0547666380007,mountaincar,sparse,dqn_entropy_mc_8000,mountaincar_mc8000,mountaincar_sparse,entropy,alpha,0.1,dqn_entropy_mc_8000/mountaincar_sparse/lr0.001_g0.99_a0.1,0.1,
8,DQN_Entropy,0.001,0.99,-1.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,200.0,3417.176890920993,mountaincar,sparse,dqn_entropy_mc_8000,mountaincar_mc8000,mountaincar_sparse,entropy,alpha,0.1,dqn_entropy_mc_8000/mountaincar_sparse/lr0.001_g0.99_a0.1,0.1,
9,DQN_Entropy,0.001,0.99,-1.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,200.0,3696.105350285012,mountaincar,sparse,dqn_entropy_mc_8000,mountaincar_mc8000,mountaincar_sparse,entropy,alpha,0.1,dqn_entropy_mc_8000/mountaincar_sparse/lr0.001_g0.99_a0.1,0.1,
0,DQN_Entropy,0.001,0.99,-1.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,200.0,3238.111194298021,mountaincar,sparse,dqn_entropy_mc_8000,mountaincar_mc8000,mountaincar_sparse,entropy,alpha,0.2,dqn_entropy_mc_8000/mountaincar_sparse/lr0.001_g0.99_a0.2,0.2,
1,DQN_Entropy,0.001,0.99,-1.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,200.0,3192.343184781028,mountaincar,sparse,dqn_entropy_mc_8000,mountaincar_mc8000,mountaincar_sparse,entropy,alpha,0.2,dqn_entropy_mc_8000/mountaincar_sparse/lr0.001_g0.99_a0.2,0.2,
2,DQN_Entropy,0.001,0.99,-1.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,200.0,3192.172228879994,mountaincar,sparse,dqn_entropy_mc_8000,mountaincar_mc8000,mountaincar_sparse,entropy,alpha,0.2,dqn_entropy_mc_8000/mountaincar_sparse/lr0.001_g0.99_a0.2,0.2,
3,DQN_Entropy,0.001,0.99,-1.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,200.0,3355.477114564012,mountaincar,sparse,dqn_entropy_mc_8000,mountaincar_mc8000,mountaincar_sparse,entropy,alpha,0.2,dqn_entropy_mc_8000/mountaincar_sparse/lr0.001_g0.99_a0.2,0.2,
4,DQN_Entropy,0.001,0.99,-1.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,200.0,3197.607818368997,mountaincar,sparse,dqn_entropy_mc_8000,mountaincar_mc8000,mountaincar_sparse,entropy,alpha,0.2,dqn_entropy_mc_8000/mountaincar_sparse/lr0.001_g0.99_a0.2,0.2,
5,DQN_Entropy,0.001,0.99,-1.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,200.0,3266.982774276985,mountaincar,sparse,dqn_entropy_mc_8000,mountaincar_mc8000,mountaincar_sparse,entropy,alpha,0.2,dqn_entropy_mc_8000/mountaincar_sparse/lr0.001_g0.99_a0.2,0.2,
6,DQN_Entropy,0.001,0.99,-1.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,200.0,3228.8858540350047,mountaincar,sparse,dqn_entropy_mc_8000,mountaincar_mc8000,mountaincar_sparse,entropy,alpha,0.2,dqn_entropy_mc_8000/mountaincar_sparse/lr0.001_g0.99_a0.2,0.2,
7,DQN_Entropy,0.001,0.99,-1.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,200.0,3259.5851434710203,mountaincar,sparse,dqn_entropy_mc_8000,mountaincar_mc8000,mountaincar_sparse,entropy,alpha,0.2,dqn_entropy_mc_8000/mountaincar_sparse/lr0.001_g0.99_a0.2,0.2,
8,DQN_Entropy,0.001,0.99,-1.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,200.0,3250.859770703973,mountaincar,sparse,dqn_entropy_mc_8000,mountaincar_mc8000,mountaincar_sparse,entropy,alpha,0.2,dqn_entropy_mc_8000/mountaincar_sparse/lr0.001_g0.99_a0.2,0.2,
9,DQN_Entropy,0.001,0.99,-1.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,200.0,3343.6178418020136,mountaincar,sparse,dqn_entropy_mc_8000,mountaincar_mc8000,mountaincar_sparse,entropy,alpha,0.2,dqn_entropy_mc_8000/mountaincar_sparse/lr0.001_g0.99_a0.2,0.2,
0,DQN_RND,0.001,0.99,-200.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,200.0,3144.6211115839837,mountaincar,dense,dqn_rnd_mc_8000,mountaincar_mc8000,mountaincar_dense,rnd,beta,0.001,dqn_rnd_mc_8000/mountaincar_dense/lr0.001_g0.99_b0.001,,0.001
1,DQN_RND,0.001,0.99,-200.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,200.0,3189.9092909040046,mountaincar,dense,dqn_rnd_mc_8000,mountaincar_mc8000,mountaincar_dense,rnd,beta,0.001,dqn_rnd_mc_8000/mountaincar_dense/lr0.001_g0.99_b0.001,,0.001
2,DQN_RND,0.001,0.99,-200.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,200.0,3158.3298895010084,mountaincar,dense,dqn_rnd_mc_8000,mountaincar_mc8000,mountaincar_dense,rnd,beta,0.001,dqn_rnd_mc_8000/mountaincar_dense/lr0.001_g0.99_b0.001,,0.001
3,DQN_RND,0.001,0.99,-200.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,200.0,3065.0272479910054,mountaincar,dense,dqn_rnd_mc_8000,mountaincar_mc8000,mountaincar_dense,rnd,beta,0.001,dqn_rnd_mc_8000/mountaincar_dense/lr0.001_g0.99_b0.001,,0.001
4,DQN_RND,0.001,0.99,-200.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,200.0,3160.7341168450075,mountaincar,dense,dqn_rnd_mc_8000,mountaincar_mc8000,mountaincar_dense,rnd,beta,0.001,dqn_rnd_mc_8000/mountaincar_dense/lr0.001_g0.99_b0.001,,0.001
5,DQN_RND,0.001,0.99,-200.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,200.0,3186.365482740017,mountaincar,dense,dqn_rnd_mc_8000,mountaincar_mc8000,mountaincar_dense,rnd,beta,0.001,dqn_rnd_mc_8000/mountaincar_dense/lr0.001_g0.99_b0.001,,0.001
6,DQN_RND,0.001,0.99,-200.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,200.0,3279.7636790430115,mountaincar,dense,dqn_rnd_mc_8000,mountaincar_mc8000,mountaincar_dense,rnd,beta,0.001,dqn_rnd_mc_8000/mountaincar_dense/lr0.001_g0.99_b0.001,,0.001
7,DQN_RND,0.001,0.99,-200.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,200.0,3328.054751391988,mountaincar,dense,dqn_rnd_mc_8000,mountaincar_mc8000,mountaincar_dense,rnd,beta,0.001,dqn_rnd_mc_8000/mountaincar_dense/lr0.001_g0.99_b0.001,,0.001
