seed,algorithm,learning_rate,gamma,final_mean_reward,final_success_rate,backend,devices,action,mean_length,wall_time_s,env_name,reward_type,env_reward,beta
5,DQN_RND,0.01,0.95,-200.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,200.0,643.871938778997,mountaincar,dense,mountaincar_dense,1.0
6,DQN_RND,0.01,0.95,-200.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,200.0,641.7310349920008,mountaincar,dense,mountaincar_dense,1.0
7,DQN_RND,0.01,0.95,-200.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,200.0,640.5076607459996,mountaincar,dense,mountaincar_dense,1.0
8,DQN_RND,0.01,0.95,-200.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,200.0,658.159309978997,mountaincar,dense,mountaincar_dense,1.0
9,DQN_RND,0.01,0.95,-200.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,200.0,658.1587619019992,mountaincar,dense,mountaincar_dense,1.0
0,DQN_RND,0.01,0.99,-200.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,200.0,366.8694000619944,mountaincar,dense,mountaincar_dense,0.1
1,DQN_RND,0.01,0.99,-200.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,200.0,366.5772002800004,mountaincar,dense,mountaincar_dense,0.1
2,DQN_RND,0.01,0.99,-200.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,200.0,364.347569063997,mountaincar,dense,mountaincar_dense,0.1
3,DQN_RND,0.01,0.99,-200.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,200.0,364.3477827729948,mountaincar,dense,mountaincar_dense,0.1
4,DQN_RND,0.01,0.99,-200.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,200.0,357.9297553200013,mountaincar,dense,mountaincar_dense,0.1
5,DQN_RND,0.01,0.99,-200.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,200.0,357.9541045990045,mountaincar,dense,mountaincar_dense,0.1
6,DQN_RND,0.01,0.99,-200.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,200.0,373.28483848999895,mountaincar,dense,mountaincar_dense,0.1
7,DQN_RND,0.01,0.99,-200.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,200.0,366.9587277649989,mountaincar,dense,mountaincar_dense,0.1
8,DQN_RND,0.01,0.99,-200.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,200.0,367.4134439710033,mountaincar,dense,mountaincar_dense,0.1
9,DQN_RND,0.01,0.99,-200.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,200.0,367.4471948499995,mountaincar,dense,mountaincar_dense,0.1
0,DQN_RND,0.01,0.99,-200.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,200.0,364.8811734099945,mountaincar,dense,mountaincar_dense,1.0
1,DQN_RND,0.01,0.99,-200.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,200.0,364.88223448200006,mountaincar,dense,mountaincar_dense,1.0
2,DQN_RND,0.01,0.99,-200.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,200.0,366.3182913799974,mountaincar,dense,mountaincar_dense,1.0
3,DQN_RND,0.01,0.99,-200.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,200.0,366.3179895699941,mountaincar,dense,mountaincar_dense,1.0
4,DQN_RND,0.01,0.99,-200.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,200.0,359.5798349800025,mountaincar,dense,mountaincar_dense,1.0
5,DQN_RND,0.01,0.99,-200.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,200.0,359.552707294999,mountaincar,dense,mountaincar_dense,1.0
6,DQN_RND,0.01,0.99,-200.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,200.0,365.182707947999,mountaincar,dense,mountaincar_dense,1.0
7,DQN_RND,0.01,0.99,-200.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,200.0,365.1836128569994,mountaincar,dense,mountaincar_dense,1.0
8,DQN_RND,0.01,0.99,-200.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,200.0,364.3974410400042,mountaincar,dense,mountaincar_dense,1.0
9,DQN_RND,0.01,0.99,-200.0,0.0,[CpuDevice(id=0)],[CpuDevice(id=0)],greedy,200.0,364.3980030180028,mountaincar,dense,mountaincar_dense,1.0
